alignment_request_id,road_candidate_id,road_name_id,canonical_name,road_class_code,region_code,planning_status,current_geometry_status,current_geometry_reference,candidate_geometry_reference,record_role,candidate_status,source_basis,source_path_reference,source_sha256,runtime_effect_scope
NG-RDALIGN-REQ-000371,NG-RD-CAND-000371,NG-NAM-ROA-000371,Rainsong Road,SERVICE,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000372,NG-RD-CAND-000372,NG-NAM-ROA-000372,Cedar Run Street,LOCAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000373,NG-RD-CAND-000373,NG-NAM-ROA-000373,Canopy Ford Avenue,MUNICIPAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000374,NG-RD-CAND-000374,NG-NAM-ROA-000374,Jadefall Lane,DISTRICT,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000375,NG-RD-CAND-000375,NG-NAM-ROA-000375,Tekkena Drive,REGIONAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000376,NG-RD-CAND-000376,NG-NAM-ROA-000376,Ashvale Way,RURAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000377,NG-RD-CAND-000377,NG-NAM-ROA-000377,Riverbloom Boulevard,ACCESS,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000378,NG-RD-CAND-000378,NG-NAM-ROA-000378,Marula Gate Highway,SERVICE,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000379,NG-RD-CAND-000379,NG-NAM-ROA-000379,Nembri Junction,LOCAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000380,NG-RD-CAND-000380,NG-NAM-ROA-000380,Mosswick Crossing,MUNICIPAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000381,NG-RD-CAND-000381,NG-NAM-ROA-000381,Brookfern Road,DISTRICT,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000382,NG-RD-CAND-000382,NG-NAM-ROA-000382,Wildorchid Street,REGIONAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000383,NG-RD-CAND-000383,NG-NAM-ROA-000383,Greenmantle Avenue,RURAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000384,NG-RD-CAND-000384,NG-NAM-ROA-000384,Timberwell Lane,ACCESS,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000385,NG-RD-CAND-000385,NG-NAM-ROA-000385,Canopy Lower Drive,SERVICE,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000386,NG-RD-CAND-000386,NG-NAM-ROA-000386,Rainsong Junction Way,LOCAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000387,NG-RD-CAND-000387,NG-NAM-ROA-000387,Cedar Clearing Boulevard,MUNICIPAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000388,NG-RD-CAND-000388,NG-NAM-ROA-000388,Ashara East Highway,DISTRICT,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000389,NG-RD-CAND-000389,NG-NAM-ROA-000389,Tekkan Row Junction,REGIONAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000390,NG-RD-CAND-000390,NG-NAM-ROA-000390,Marula Crossing Crossing,RURAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000391,NG-RD-CAND-000391,NG-NAM-ROA-000391,Mossbridge South Road,ACCESS,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000392,NG-RD-CAND-000392,NG-NAM-ROA-000392,Fernline Street,SERVICE,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000393,NG-RD-CAND-000393,NG-NAM-ROA-000393,Timber Camp Avenue,LOCAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000394,NG-RD-CAND-000394,NG-NAM-ROA-000394,Upper Fernfall Lane,MUNICIPAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000395,NG-RD-CAND-000395,NG-NAM-ROA-000395,Fernfall Grove Drive,DISTRICT,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000396,NG-RD-CAND-000396,NG-NAM-ROA-000396,Lower Rainsong Way,REGIONAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000397,NG-RD-CAND-000397,NG-NAM-ROA-000397,Rainsong Clearing Boulevard,RURAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000398,NG-RD-CAND-000398,NG-NAM-ROA-000398,East Cedar Run Highway,ACCESS,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000399,NG-RD-CAND-000399,NG-NAM-ROA-000399,Cedar Run River Junction,SERVICE,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000400,NG-RD-CAND-000400,NG-NAM-ROA-000400,Old Canopy Ford Crossing,LOCAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000401,NG-RD-CAND-000401,NG-NAM-ROA-000401,Canopy Ford Canopy Road,MUNICIPAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000402,NG-RD-CAND-000402,NG-NAM-ROA-000402,South Jadefall Street,DISTRICT,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000403,NG-RD-CAND-000403,NG-NAM-ROA-000403,Jadefall Falls Avenue,REGIONAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000404,NG-RD-CAND-000404,NG-NAM-ROA-000404,Tekkena Fern Lane,RURAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000405,NG-RD-CAND-000405,NG-NAM-ROA-000405,Tekkena Shade Drive,ACCESS,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000406,NG-RD-CAND-000406,NG-NAM-ROA-000406,North Ashvale Way,SERVICE,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000407,NG-RD-CAND-000407,NG-NAM-ROA-000407,Ashvale Bloom Boulevard,LOCAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000408,NG-RD-CAND-000408,NG-NAM-ROA-000408,Riverbloom Vine Highway,MUNICIPAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000409,NG-RD-CAND-000409,NG-NAM-ROA-000409,Riverbloom Ford Junction,DISTRICT,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000410,NG-RD-CAND-000410,NG-NAM-ROA-000410,West Marula Gate Crossing,REGIONAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000411,NG-RD-CAND-000411,NG-NAM-ROA-000411,Marula Gate Rain Road,RURAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000412,NG-RD-CAND-000412,NG-NAM-ROA-000412,Nembri Orchid Street,ACCESS,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000413,NG-RD-CAND-000413,NG-NAM-ROA-000413,Nembri Bend Avenue,SERVICE,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000414,NG-RD-CAND-000414,NG-NAM-ROA-000414,Upper Mosswick Lane,LOCAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000415,NG-RD-CAND-000415,NG-NAM-ROA-000415,Mosswick Moss Drive,MUNICIPAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000416,NG-RD-CAND-000416,NG-NAM-ROA-000416,Brookfern Timber Way,DISTRICT,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000417,NG-RD-CAND-000417,NG-NAM-ROA-000417,Brookfern Run Boulevard,REGIONAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000418,NG-RD-CAND-000418,NG-NAM-ROA-000418,Lower Wildorchid Highway,RURAL,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000419,NG-RD-CAND-000419,NG-NAM-ROA-000419,Wildorchid Palm Junction,ACCESS,NGR-05,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
